"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal)";"Bouwen en wonen/Woningvoorraad/Voorraad op 1 januari (aantal)";"Onderwijs/Naar schoolgemeente/Leerlingen/Basisonderwijs (aantal)"
"2007";"Nederhorst den Berg";;;
"2008";"Nederhorst den Berg";;;
"2009";"Nederhorst den Berg";;;
"2010";"Nederhorst den Berg";;;
"2011";"Nederhorst den Berg";;;
"2012";"Nederhorst den Berg";;;
"2013";"Nederhorst den Berg";;;
"2014";"Nederhorst den Berg";;;
"2015";"Nederhorst den Berg";;;
"2016";"Nederhorst den Berg";;;
"2017";"Nederhorst den Berg";;;
"2018";"Nederhorst den Berg";;;
"2019";"Nederhorst den Berg";;;
"2020";"Nederhorst den Berg";;;
"2021";"Nederhorst den Berg";;;
"2022";"Nederhorst den Berg";;;
"2000";"Nederlek";14809;5804;1460
"2001";"Nederlek";14894;5862;1455
"2002";"Nederlek";14910;5884;1447
"2003";"Nederlek";14860;5881;1428
"2004";"Nederlek";14831;5878;1401
"2005";"Nederlek";14768;5906;1401
"2006";"Nederlek";14690;5905;1396
"2007";"Nederlek";14521;5903;1358
"2008";"Nederlek";14308;5927;1302
"2009";"Nederlek";14191;5928;1252
"2010";"Nederlek";14087;5923;1201
"2011";"Nederlek";13994;5879;1174
"2012";"Nederlek";13992;5931;1122
"2013";"Nederlek";14131;6091;1073
"2014";"Nederlek";14075;6152;1046
"2015";"Nederlek";;;
"2016";"Nederlek";;;
"2017";"Nederlek";;;
"2018";"Nederlek";;;
"2019";"Nederlek";;;
"2020";"Nederlek";;;
"2021";"Nederlek";;;
"2022";"Nederlek";;;
"2000";"Nederweert";16129;5888;1716
"2001";"Nederweert";16171;5925;1699
"2002";"Nederweert";16136;5928;1723
"2003";"Nederweert";16104;6010;1673
"2004";"Nederweert";16100;6014;1677
"2005";"Nederweert";16265;6167;1666
"2006";"Nederweert";16446;6167;1669
"2007";"Nederweert";16539;6211;1620
"2008";"Nederweert";16665;6299;1575
"2009";"Nederweert";16695;6536;1538
"2010";"Nederweert";16607;6560;1432
"2011";"Nederweert";16678;6672;1389
"2012";"Nederweert";16771;6916;1339
"2013";"Nederweert";16785;6991;1263
"2014";"Nederweert";16751;7076;1243
"2015";"Nederweert";16776;7118;939
"2016";"Nederweert";16793;7165;1188
"2017";"Nederweert";16864;7240;1152
"2018";"Nederweert";17038;7337;1148
"2019";"Nederweert";17001;7385;1141
"2020";"Nederweert";17019;7457;1149
"2021";"Nederweert";17171;7534;1148
"2022";"Nederweert";17323;7589;
"2000";"Neede";11050;4302;1013
"2001";"Neede";11047;4331;969
"2002";"Neede";11021;4355;964
"2003";"Neede";11057;4383;956
"2004";"Neede";10971;4395;924
"2005";"Neede";;;
"2006";"Neede";;;
"2007";"Neede";;;
"2008";"Neede";;;
"2009";"Neede";;;
"2010";"Neede";;;
"2011";"Neede";;;
"2012";"Neede";;;
"2013";"Neede";;;
"2014";"Neede";;;
"2015";"Neede";;;
"2016";"Neede";;;
"2017";"Neede";;;
"2018";"Neede";;;
"2019";"Neede";;;
"2020";"Neede";;;
"2021";"Neede";;;
"2022";"Neede";;;
"2000";"Neerijnen";11257;4173;1242
"2001";"Neerijnen";11389;4183;1268
"2002";"Neerijnen";11406;4189;1250
"2003";"Neerijnen";11388;4190;1274
"2004";"Neerijnen";11460;4194;1308
"2005";"Neerijnen";11696;4286;1311
"2006";"Neerijnen";11775;4323;1304
"2007";"Neerijnen";11850;4330;1336
"2008";"Neerijnen";11851;4330;1343
"2009";"Neerijnen";11836;4419;1368
"2010";"Neerijnen";11880;4487;1373
"2011";"Neerijnen";11843;4508;1380
"2012";"Neerijnen";11930;4607;1328
"2013";"Neerijnen";12022;4621;1295
"2014";"Neerijnen";12020;4661;1197
"2015";"Neerijnen";12038;4660;1146
"2016";"Neerijnen";12122;4786;1104
"2017";"Neerijnen";12344;4861;1106
"2018";"Neerijnen";12397;4898;1086
"2019";"Neerijnen";;;
"2020";"Neerijnen";;;
"2021";"Neerijnen";;;
"2022";"Neerijnen";;;
"2000";"Niedorp";11367;4290;1370
"2001";"Niedorp";11389;4289;1380
"2002";"Niedorp";11501;4291;1385
"2003";"Niedorp";11554;4336;1364
"2004";"Niedorp";11617;4350;1385
"2005";"Niedorp";11757;4477;1407
"2006";"Niedorp";11793;4481;1392
"2007";"Niedorp";11974;4619;1372
"2008";"Niedorp";12046;4646;1392
"2009";"Niedorp";12136;4746;1393
"2010";"Niedorp";12137;4749;1309
"2011";"Niedorp";12222;4823;1323
"2012";"Niedorp";;;
"2013";"Niedorp";;;
"2014";"Niedorp";;;
"2015";"Niedorp";;;
"2016";"Niedorp";;;
"2017";"Niedorp";;;
"2018";"Niedorp";;;
"2019";"Niedorp";;;
"2020";"Niedorp";;;
"2021";"Niedorp";;;
"2022";"Niedorp";;;
"2000";"Nieuwegein";63118;25543;5567
"2001";"Nieuwegein";62345;25551;5496
"2002";"Nieuwegein";62140;25551;5346
"2003";"Nieuwegein";62124;25552;5315
"2004";"Nieuwegein";61803;25596;5283
"2005";"Nieuwegein";61449;25761;5430
"2006";"Nieuwegein";61605;26155;5437
"2007";"Nieuwegein";61365;26075;5490
"2008";"Nieuwegein";61087;26181;5504
"2009";"Nieuwegein";61007;26156;5451
"2010";"Nieuwegein";60896;26157;5424
"2011";"Nieuwegein";60947;26216;5360
"2012";"Nieuwegein";60720;26411;5203
"2013";"Nieuwegein";60895;26647;5117
"2014";"Nieuwegein";61038;27068;5112
"2015";"Nieuwegein";61264;27507;5037
"2016";"Nieuwegein";61749;27799;4977
"2017";"Nieuwegein";61868;27976;4921
"2018";"Nieuwegein";62426;28495;4961
"2019";"Nieuwegein";63036;28710;4977
"2020";"Nieuwegein";63462;28844;4929
"2021";"Nieuwegein";63866;29445;4972
"2022";"Nieuwegein";64554;30088;
"2000";"Nieuwerkerk aan den IJssel";21162;7869;2381
"2001";"Nieuwerkerk aan den IJssel";21649;8054;2367
"2002";"Nieuwerkerk aan den IJssel";22131;8190;2402
"2003";"Nieuwerkerk aan den IJssel";22380;8301;2385
"2004";"Nieuwerkerk aan den IJssel";22344;8311;2334
"2005";"Nieuwerkerk aan den IJssel";22216;8383;2302
"2006";"Nieuwerkerk aan den IJssel";22140;8408;2284
"2007";"Nieuwerkerk aan den IJssel";21933;8374;2293
"2008";"Nieuwerkerk aan den IJssel";21741;8376;2301
"2009";"Nieuwerkerk aan den IJssel";21651;8419;2244
"2010";"Nieuwerkerk aan den IJssel";;;
"2011";"Nieuwerkerk aan den IJssel";;;
"2012";"Nieuwerkerk aan den IJssel";;;
"2013";"Nieuwerkerk aan den IJssel";;;
"2014";"Nieuwerkerk aan den IJssel";;;
"2015";"Nieuwerkerk aan den IJssel";;;
"2016";"Nieuwerkerk aan den IJssel";;;
"2017";"Nieuwerkerk aan den IJssel";;;
"2018";"Nieuwerkerk aan den IJssel";;;
"2019";"Nieuwerkerk aan den IJssel";;;
"2020";"Nieuwerkerk aan den IJssel";;;
"2021";"Nieuwerkerk aan den IJssel";;;
"2022";"Nieuwerkerk aan den IJssel";;;
"2000";"Nieuw-Ginneken";;;
"2001";"Nieuw-Ginneken";;;
"2002";"Nieuw-Ginneken";;;
"2003";"Nieuw-Ginneken";;;
"2004";"Nieuw-Ginneken";;;
"2005";"Nieuw-Ginneken";;;
"2006";"Nieuw-Ginneken";;;
"2007";"Nieuw-Ginneken";;;
"2008";"Nieuw-Ginneken";;;
"2009";"Nieuw-Ginneken";;;
"2010";"Nieuw-Ginneken";;;
"2011";"Nieuw-Ginneken";;;
"2012";"Nieuw-Ginneken";;;
"2013";"Nieuw-Ginneken";;;
"2014";"Nieuw-Ginneken";;;
"2015";"Nieuw-Ginneken";;;
"2016";"Nieuw-Ginneken";;;
"2017";"Nieuw-Ginneken";;;
"2018";"Nieuw-Ginneken";;;
"2019";"Nieuw-Ginneken";;;
"2020";"Nieuw-Ginneken";;;
"2021";"Nieuw-Ginneken";;;
"2022";"Nieuw-Ginneken";;;
"2000";"Nieuwkoop";11070;4068;1255
"2001";"Nieuwkoop";11019;4091;1260
"2002";"Nieuwkoop";11005;4128;1233
"2003";"Nieuwkoop";11056;4136;1263
"2004";"Nieuwkoop";11092;4136;1262
"2005";"Nieuwkoop";11122;4228;1263
"2006";"Nieuwkoop";11122;4237;1227
"2007";"Nieuwkoop";26987;9956;2645
"2008";"Nieuwkoop";26777;9994;2581
"2009";"Nieuwkoop";26757;9992;2538
"2010";"Nieuwkoop";26929;10105;2520
"2011";"Nieuwkoop";26988;10191;2407
"2012";"Nieuwkoop";26974;10346;2336
"2013";"Nieuwkoop";27082;10420;2289
"2014";"Nieuwkoop";27104;10597;2205
"2015";"Nieuwkoop";27114;10741;2196
"2016";"Nieuwkoop";27433;10835;2162
"2017";"Nieuwkoop";27914;11113;2177
"2018";"Nieuwkoop";28269;11298;2186
"2019";"Nieuwkoop";28628;11361;2182
"2020";"Nieuwkoop";28811;11498;2233
"2021";"Nieuwkoop";29151;11660;2206
"2022";"Nieuwkoop";29304;11752;
"2000";"Nieuw-Lekkerland";9369;3175;1259
"2001";"Nieuw-Lekkerland";9361;3192;1267
"2002";"Nieuw-Lekkerland";9397;3228;1240
"2003";"Nieuw-Lekkerland";9425;3234;1252
"2004";"Nieuw-Lekkerland";9539;3232;1246
"2005";"Nieuw-Lekkerland";9577;3303;1236
"2006";"Nieuw-Lekkerland";9457;3293;1212
"2007";"Nieuw-Lekkerland";9444;3346;1193
"2008";"Nieuw-Lekkerland";9503;3367;1201
"2009";"Nieuw-Lekkerland";9525;3369;1189
"2010";"Nieuw-Lekkerland";9530;3371;1150
"2011";"Nieuw-Lekkerland";9541;3416;1120
"2012";"Nieuw-Lekkerland";9520;3467;1091
"2013";"Nieuw-Lekkerland";;;
"2014";"Nieuw-Lekkerland";;;
"2015";"Nieuw-Lekkerland";;;
"2016";"Nieuw-Lekkerland";;;
"2017";"Nieuw-Lekkerland";;;
"2018";"Nieuw-Lekkerland";;;
"2019";"Nieuw-Lekkerland";;;
"2020";"Nieuw-Lekkerland";;;
"2021";"Nieuw-Lekkerland";;;
"2022";"Nieuw-Lekkerland";;;
"2000";"Nieuwleusen";8361;3017;1007
"2001";"Nieuwleusen";;;
"2002";"Nieuwleusen";;;
"2003";"Nieuwleusen";;;
"2004";"Nieuwleusen";;;
"2005";"Nieuwleusen";;;
"2006";"Nieuwleusen";;;
"2007";"Nieuwleusen";;;
"2008";"Nieuwleusen";;;
"2009";"Nieuwleusen";;;
"2010";"Nieuwleusen";;;
"2011";"Nieuwleusen";;;
"2012";"Nieuwleusen";;;
"2013";"Nieuwleusen";;;
"2014";"Nieuwleusen";;;
"2015";"Nieuwleusen";;;
"2016";"Nieuwleusen";;;
"2017";"Nieuwleusen";;;
"2018";"Nieuwleusen";;;
"2019";"Nieuwleusen";;;
"2020";"Nieuwleusen";;;
"2021";"Nieuwleusen";;;
"2022";"Nieuwleusen";;;
"2000";"Nieuw-Vossemeer";;;
"2001";"Nieuw-Vossemeer";;;
"2002";"Nieuw-Vossemeer";;;
"2003";"Nieuw-Vossemeer";;;
"2004";"Nieuw-Vossemeer";;;
"2005";"Nieuw-Vossemeer";;;
"2006";"Nieuw-Vossemeer";;;
"2007";"Nieuw-Vossemeer";;;
"2008";"Nieuw-Vossemeer";;;
"2009";"Nieuw-Vossemeer";;;
"2010";"Nieuw-Vossemeer";;;
"2011";"Nieuw-Vossemeer";;;
"2012";"Nieuw-Vossemeer";;;
"2013";"Nieuw-Vossemeer";;;
"2014";"Nieuw-Vossemeer";;;
"2015";"Nieuw-Vossemeer";;;
"2016";"Nieuw-Vossemeer";;;
"2017";"Nieuw-Vossemeer";;;
"2018";"Nieuw-Vossemeer";;;
"2019";"Nieuw-Vossemeer";;;
"2020";"Nieuw-Vossemeer";;;
"2021";"Nieuw-Vossemeer";;;
"2022";"Nieuw-Vossemeer";;;
"2000";"Nijefurd";10869;4724;1082
"2001";"Nijefurd";10891;4700;1099
"2002";"Nijefurd";10924;4716;1132
"2003";"Nijefurd";10903;4738;1021
"2004";"Nijefurd";10931;4723;601
"2005";"Nijefurd";10940;4742;613
"2006";"Nijefurd";10868;4814;1104
"2007";"Nijefurd";10886;4795;1107
"2008";"Nijefurd";11040;4902;1090
"2009";"Nijefurd";10955;4945;1085
"2010";"Nijefurd";10947;4918;1078
"2011";"Nijefurd";;;
"2012";"Nijefurd";;;
"2013";"Nijefurd";;;
"2014";"Nijefurd";;;
"2015";"Nijefurd";;;
"2016";"Nijefurd";;;
"2017";"Nijefurd";;;
"2018";"Nijefurd";;;
"2019";"Nijefurd";;;
"2020";"Nijefurd";;;
"2021";"Nijefurd";;;
"2022";"Nijefurd";;;
"2000";"Nijeveen";;;
"2001";"Nijeveen";;;
"2002";"Nijeveen";;;
"2003";"Nijeveen";;;
"2004";"Nijeveen";;;
"2005";"Nijeveen";;;
"2006";"Nijeveen";;;
"2007";"Nijeveen";;;
"2008";"Nijeveen";;;
"2009";"Nijeveen";;;
"2010";"Nijeveen";;;
"2011";"Nijeveen";;;
"2012";"Nijeveen";;;
"2013";"Nijeveen";;;
"2014";"Nijeveen";;;
"2015";"Nijeveen";;;
"2016";"Nijeveen";;;
"2017";"Nijeveen";;;
"2018";"Nijeveen";;;
"2019";"Nijeveen";;;
"2020";"Nijeveen";;;
"2021";"Nijeveen";;;
"2022";"Nijeveen";;;
"2000";"Nijkerk";36315;13131;3826
"2001";"Nijkerk";36721;13478;3890
"2002";"Nijkerk";37327;13697;3922
"2003";"Nijkerk";37631;13869;3933
"2004";"Nijkerk";37983;14112;3998
"2005";"Nijkerk";38419;14285;4144
"2006";"Nijkerk";38695;14485;4206
"2007";"Nijkerk";38879;14619;4287
"2008";"Nijkerk";38982;14845;4316
"2009";"Nijkerk";39080;15063;4348
"2010";"Nijkerk";39538;15340;4304
"2011";"Nijkerk";39788;15463;4313
"2012";"Nijkerk";40126;15519;4349
"2013";"Nijkerk";40355;15675;4231
"2014";"Nijkerk";40638;15777;4125
"2015";"Nijkerk";40870;15921;4102
"2016";"Nijkerk";41199;16131;4057
"2017";"Nijkerk";41775;16344;4099
"2018";"Nijkerk";42307;16669;4091
"2019";"Nijkerk";42943;17125;4081
"2020";"Nijkerk";43171;17321;4054
"2021";"Nijkerk";43600;17349;4051
"2022";"Nijkerk";44311;17753;
"2000";"Nijmegen";152200;64645;12237
"2001";"Nijmegen";153705;65206;12341
"2002";"Nijmegen";154616;65908;12396
"2003";"Nijmegen";156198;66194;12387
"2004";"Nijmegen";157466;66186;12343
"2005";"Nijmegen";158215;66564;12308
"2006";"Nijmegen";159522;67990;12314
"2007";"Nijmegen";160907;68943;12219
"2008";"Nijmegen";161251;69422;12144
"2009";"Nijmegen";161817;69924;12052
"2010";"Nijmegen";162963;70402;11892
"2011";"Nijmegen";164223;71083;11756
"2012";"Nijmegen";165182;74162;11812
"2013";"Nijmegen";166382;76518;11804
"2014";"Nijmegen";168292;77248;11914
"2015";"Nijmegen";170681;78678;11935
"2016";"Nijmegen";172064;79593;12029
"2017";"Nijmegen";173556;78200;12132
"2018";"Nijmegen";175948;79474;12207
"2019";"Nijmegen";176731;80736;12132
"2020";"Nijmegen";177659;81717;12029
"2021";"Nijmegen";177359;82317;12064
"2022";"Nijmegen";179100;83578;
"2000";"Nissewaard";;;
"2001";"Nissewaard";;;
"2002";"Nissewaard";;;
"2003";"Nissewaard";;;
"2004";"Nissewaard";;;
"2005";"Nissewaard";;;
"2006";"Nissewaard";;;
"2007";"Nissewaard";;;
"2008";"Nissewaard";;;
"2009";"Nissewaard";;;
"2010";"Nissewaard";;;
"2011";"Nissewaard";;;
"2012";"Nissewaard";;;
"2013";"Nissewaard";;;
"2014";"Nissewaard";;;
"2015";"Nissewaard";85121;38989;6723
"2016";"Nissewaard";85293;39083;6728
"2017";"Nissewaard";85401;39192;6685
"2018";"Nissewaard";84593;38832;6627
"2019";"Nissewaard";84797;39036;6703
"2020";"Nissewaard";85219;39225;6859
"2021";"Nissewaard";85440;39469;6940
"2022";"Nissewaard";86332;39921;
"2000";"Noardeast-Fryslân";;;
"2001";"Noardeast-Fryslân";;;
"2002";"Noardeast-Fryslân";;;
"2003";"Noardeast-Fryslân";;;
"2004";"Noardeast-Fryslân";;;
"2005";"Noardeast-Fryslân";;;
"2006";"Noardeast-Fryslân";;;
"2007";"Noardeast-Fryslân";;;
"2008";"Noardeast-Fryslân";;;
"2009";"Noardeast-Fryslân";;;
"2010";"Noardeast-Fryslân";;;
"2011";"Noardeast-Fryslân";;;
"2012";"Noardeast-Fryslân";;;
"2013";"Noardeast-Fryslân";;;
"2014";"Noardeast-Fryslân";;;
"2015";"Noardeast-Fryslân";;;
"2016";"Noardeast-Fryslân";;;
"2017";"Noardeast-Fryslân";;;
"2018";"Noardeast-Fryslân";;;
"2019";"Noardeast-Fryslân";45181;20395;3985
"2020";"Noardeast-Fryslân";45228;20630;3908
"2021";"Noardeast-Fryslân";45481;20690;3790
"2022";"Noardeast-Fryslân";45593;20811;
"2000";"Noord-Beveland";6901;3761;549
"2001";"Noord-Beveland";6971;3762;549
"2002";"Noord-Beveland";7052;3762;557
"2003";"Noord-Beveland";7127;3851;551
"2004";"Noord-Beveland";7124;3850;565
"2005";"Noord-Beveland";7195;3850;571
"2006";"Noord-Beveland";7200;3886;570
"2007";"Noord-Beveland";7267;3920;579
"2008";"Noord-Beveland";7289;3927;565
"2009";"Noord-Beveland";7327;4019;558
"2010";"Noord-Beveland";7397;4038;545
"2011";"Noord-Beveland";7474;4053;562
"2012";"Noord-Beveland";7522;4103;533
"2013";"Noord-Beveland";7509;4096;515
"2014";"Noord-Beveland";7530;4168;505
"2015";"Noord-Beveland";7433;4324;446
"2016";"Noord-Beveland";7421;4347;458
"2017";"Noord-Beveland";7382;4361;439
"2018";"Noord-Beveland";7314;4394;442
"2019";"Noord-Beveland";7308;4400;442
"2020";"Noord-Beveland";7392;4460;427
"2021";"Noord-Beveland";7581;4553;429
"2022";"Noord-Beveland";7668;4598;
"2000";"Noordenveld";30740;12392;3102
"2001";"Noordenveld";30959;12420;3067
"2002";"Noordenveld";31565;12479;3137
"2003";"Noordenveld";31936;12891;3150
"2004";"Noordenveld";32129;12955;3042
"2005";"Noordenveld";31712;13076;3047
"2006";"Noordenveld";31573;13121;3046
"2007";"Noordenveld";31439;13091;3038
"2008";"Noordenveld";31253;13171;2987
"2009";"Noordenveld";31075;13189;2963
"2010";"Noordenveld";30808;13197;2899
"2011";"Noordenveld";30794;13137;2833
"2012";"Noordenveld";30955;14094;2765
"2013";"Noordenveld";31024;14204;2691
"2014";"Noordenveld";31087;14516;2611
"2015";"Noordenveld";31137;14558;2534
"2016";"Noordenveld";31039;14555;2459
"2017";"Noordenveld";32981;14630;2384
"2018";"Noordenveld";32370;14649;2355
"2019";"Noordenveld";31290;14716;2297
"2020";"Noordenveld";31253;14817;2301
"2021";"Noordenveld";31214;14855;2304
"2022";"Noordenveld";31238;14934;
"2000";"Noorder-Koggenland";10415;3955;1042
"2001";"Noorder-Koggenland";10456;3964;1014
"2002";"Noorder-Koggenland";10517;3984;1018
"2003";"Noorder-Koggenland";10456;4048;1008
"2004";"Noorder-Koggenland";10500;4088;1007
"2005";"Noorder-Koggenland";10530;4114;791
"2006";"Noorder-Koggenland";10553;4146;814
"2007";"Noorder-Koggenland";;;
"2008";"Noorder-Koggenland";;;
"2009";"Noorder-Koggenland";;;
"2010";"Noorder-Koggenland";;;
"2011";"Noorder-Koggenland";;;
"2012";"Noorder-Koggenland";;;
"2013";"Noorder-Koggenland";;;
"2014";"Noorder-Koggenland";;;
"2015";"Noorder-Koggenland";;;
"2016";"Noorder-Koggenland";;;
"2017";"Noorder-Koggenland";;;
"2018";"Noorder-Koggenland";;;
"2019";"Noorder-Koggenland";;;
"2020";"Noorder-Koggenland";;;
"2021";"Noorder-Koggenland";;;
"2022";"Noorder-Koggenland";;;
"2000";"Noordoostpolder";43122;16835;5172
"2001";"Noordoostpolder";43669;17039;5128
"2002";"Noordoostpolder";44252;17155;4998
"2003";"Noordoostpolder";44741;17324;5096
"2004";"Noordoostpolder";45568;17489;5077
"2005";"Noordoostpolder";45600;17621;5116
"2006";"Noordoostpolder";45739;17700;5216
"2007";"Noordoostpolder";45777;17817;5210
"2008";"Noordoostpolder";45716;17971;5176
"2009";"Noordoostpolder";45814;18203;5203
"2010";"Noordoostpolder";46090;18381;5153
"2011";"Noordoostpolder";46253;18432;5049
"2012";"Noordoostpolder";46342;18759;4944
"2013";"Noordoostpolder";46284;18928;4801
"2014";"Noordoostpolder";46356;19357;4729
"2015";"Noordoostpolder";46479;19493;4711
"2016";"Noordoostpolder";46439;19583;4573
"2017";"Noordoostpolder";46544;19535;4521
"2018";"Noordoostpolder";46625;19786;4454
"2019";"Noordoostpolder";46849;20018;4386
"2020";"Noordoostpolder";47291;20134;4391
"2021";"Noordoostpolder";47583;20336;4354
"2022";"Noordoostpolder";48048;20498;
"2000";"Noordwijk";24879;10063;2200
"2001";"Noordwijk";24656;10075;2136
"2002";"Noordwijk";24548;10130;2107
"2003";"Noordwijk";24542;10253;2045
"2004";"Noordwijk";24452;10287;2005
"2005";"Noordwijk";24561;10457;1995
"2006";"Noordwijk";24673;10654;2012
"2007";"Noordwijk";24700;10682;2066
"2008";"Noordwijk";24906;10821;2129
"2009";"Noordwijk";25335;10946;2141
"2010";"Noordwijk";25407;10988;2151
"2011";"Noordwijk";25438;11150;2141
"2012";"Noordwijk";25517;12847;2166
"2013";"Noordwijk";25671;12921;2140
"2014";"Noordwijk";25691;12154;2129
"2015";"Noordwijk";25604;12058;2144
"2016";"Noordwijk";25760;12267;2136
"2017";"Noordwijk";25867;12309;2185
"2018";"Noordwijk";26056;12389;2184
"2019";"Noordwijk";42859;19688;3528
"2020";"Noordwijk";43508;19930;3455
"2021";"Noordwijk";44062;20120;3421
"2022";"Noordwijk";44365;20584;
"2000";"Noordwijkerhout";15313;5627;1588
"2001";"Noordwijkerhout";15362;5637;1607
"2002";"Noordwijkerhout";15253;5648;1610
"2003";"Noordwijkerhout";15113;5638;1607
"2004";"Noordwijkerhout";15092;5650;1593
"2005";"Noordwijkerhout";15123;5727;1608
"2006";"Noordwijkerhout";15166;5742;1609
"2007";"Noordwijkerhout";15294;5787;1628
"2008";"Noordwijkerhout";15399;5979;1611
"2009";"Noordwijkerhout";15355;6048;1569
"2010";"Noordwijkerhout";15555;6243;1499
"2011";"Noordwijkerhout";15601;6322;1416
"2012";"Noordwijkerhout";15648;6428;1381
"2013";"Noordwijkerhout";15740;6543;1376
"2014";"Noordwijkerhout";15956;6867;1369
"2015";"Noordwijkerhout";16063;6922;1333
"2016";"Noordwijkerhout";16140;6942;1316
"2017";"Noordwijkerhout";16318;7156;1333
"2018";"Noordwijkerhout";16605;7115;1351
"2019";"Noordwijkerhout";;;
"2020";"Noordwijkerhout";;;
"2021";"Noordwijkerhout";;;
"2022";"Noordwijkerhout";;;
"2000";"Nootdorp";10376;3535;1579
"2001";"Nootdorp";12492;4278;1808
"2002";"Nootdorp";;;
"2003";"Nootdorp";;;
"2004";"Nootdorp";;;
"2005";"Nootdorp";;;
"2006";"Nootdorp";;;
"2007";"Nootdorp";;;
"2008";"Nootdorp";;;
"2009";"Nootdorp";;;
"2010";"Nootdorp";;;
"2011";"Nootdorp";;;
"2012";"Nootdorp";;;
"2013";"Nootdorp";;;
"2014";"Nootdorp";;;
"2015";"Nootdorp";;;
"2016";"Nootdorp";;;
"2017";"Nootdorp";;;
"2018";"Nootdorp";;;
"2019";"Nootdorp";;;
"2020";"Nootdorp";;;
"2021";"Nootdorp";;;
"2022";"Nootdorp";;;
"2000";"Norg";;;
"2001";"Norg";;;
"2002";"Norg";;;
"2003";"Norg";;;
"2004";"Norg";;;
"2005";"Norg";;;
"2006";"Norg";;;
"2007";"Norg";;;
"2008";"Norg";;;
"2009";"Norg";;;
"2010";"Norg";;;
"2011";"Norg";;;
"2012";"Norg";;;
"2013";"Norg";;;
"2014";"Norg";;;
"2015";"Norg";;;
"2016";"Norg";;;
"2017";"Norg";;;
"2018";"Norg";;;
"2019";"Norg";;;
"2020";"Norg";;;
"2021";"Norg";;;
"2022";"Norg";;;
"2000";"Nuenen, Gerwen en Nederwetten";23783;9042;2454
"2001";"Nuenen, Gerwen en Nederwetten";23679;9051;2426
"2002";"Nuenen, Gerwen en Nederwetten";23645;9060;2411
"2003";"Nuenen, Gerwen en Nederwetten";23514;9081;2437
"2004";"Nuenen, Gerwen en Nederwetten";23367;9085;2347
"2005";"Nuenen, Gerwen en Nederwetten";23182;9098;2327
"2006";"Nuenen, Gerwen en Nederwetten";22873;9094;2270
"2007";"Nuenen, Gerwen en Nederwetten";22692;9095;2235
"2008";"Nuenen, Gerwen en Nederwetten";22598;9155;2186
"2009";"Nuenen, Gerwen en Nederwetten";22437;9155;2125
"2010";"Nuenen, Gerwen en Nederwetten";22213;9229;2070
"2011";"Nuenen, Gerwen en Nederwetten";22242;9564;1984
"2012";"Nuenen, Gerwen en Nederwetten";22548;9449;1928
"2013";"Nuenen, Gerwen en Nederwetten";22645;9867;1861
"2014";"Nuenen, Gerwen en Nederwetten";22620;9881;1761
"2015";"Nuenen, Gerwen en Nederwetten";22620;9918;1720
"2016";"Nuenen, Gerwen en Nederwetten";22763;10017;1695
"2017";"Nuenen, Gerwen en Nederwetten";22866;10032;1658
"2018";"Nuenen, Gerwen en Nederwetten";23019;10131;1707
"2019";"Nuenen, Gerwen en Nederwetten";23186;10165;1741
"2020";"Nuenen, Gerwen en Nederwetten";23383;10285;1792
"2021";"Nuenen, Gerwen en Nederwetten";23702;10450;1816
"2022";"Nuenen, Gerwen en Nederwetten";23826;10527;
"2000";"Nunspeet";26149;8990;3028
"2001";"Nunspeet";26139;9015;3014
"2002";"Nunspeet";26317;9042;2996
"2003";"Nunspeet";26456;9108;2989
"2004";"Nunspeet";26634;9246;3100
"2005";"Nunspeet";26677;9280;2897
"2006";"Nunspeet";26583;9499;2914
"2007";"Nunspeet";26583;9511;2872
"2008";"Nunspeet";26567;9713;2851
"2009";"Nunspeet";26714;9737;2836
"2010";"Nunspeet";26728;9819;2754
"2011";"Nunspeet";26685;9867;2723
"2012";"Nunspeet";26609;10167;2673
"2013";"Nunspeet";26628;10354;2667
"2014";"Nunspeet";26680;10208;2584
"2015";"Nunspeet";26744;10386;2536
"2016";"Nunspeet";26835;10449;2505
"2017";"Nunspeet";26892;10463;2477
"2018";"Nunspeet";27114;10611;2590
"2019";"Nunspeet";27481;10851;2621
"2020";"Nunspeet";27851;10957;2637
"2021";"Nunspeet";28021;11199;2606
"2022";"Nunspeet";28223;11304;
"2000";"Nuth";16563;6395;1590
"2001";"Nuth";16687;6471;1586
"2002";"Nuth";16609;6519;1520
"2003";"Nuth";16371;6530;1419
"2004";"Nuth";16055;6548;1458
"2005";"Nuth";16014;6583;1412
"2006";"Nuth";15920;6619;1372
"2007";"Nuth";15844;6691;1313
